"id","area","feature","user_story","expected_behavior","code_evidence","docs_evidence","test_layer","feature_status","test_status","next_verification","defects","notes"
"US-027","Queue","Queue alert preferences","As a user, I want notification volume and alert preferences so Queue attention signals fit my workflow.","Settings should expose queue alert controls, store preferences, and Queue should respect filters and notification rules.","src/features/settings/SettingsModal.tsx; src/features/queue/queueNotifications.ts; src/store/useQueueStore.ts","docs/guide/queue.md; docs/guide/settings.md","unit+browser","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun listed test layer before PR or after related changes.","No defects recorded in current audit.","Browser E2E currently covers hidden alert toggles in compact queue header."
"US-028","CLI","Agent identity and list","As an agent or user, I want the Wardian CLI to show current/live/persisted agent state so automation can reason about the fleet.","CLI should show current agent in managed sessions, list all/workspace agents, expose selected fields/status_source, and fall back to persisted state where documented.","crates/wardian-cli/src/main.rs; crates/wardian-cli/src/args.rs; crates/wardian-cli/src/live.rs; crates/wardian-cli/src/disk.rs; crates/wardian-core/src/identity.rs; crates/wardian-core/src/db.rs; crates/wardian-core/src/paths.rs; crates/wardian-cli/src/errors.rs; crates/wardian-cli/src/output.rs","docs/guide/cli.md; docs/features.md","native+cli","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun listed test layer before PR or after related changes.","No defects recorded in current audit.","Current session verified via `wardian agent` during this loop. Core identity, path, database, CLI error, and CLI output support are explicitly tracked as part of CLI identity/list behavior."
"US-029","CLI","Agent lifecycle controls","As an agent or user, I want CLI spawn, clone, pause, resume, kill, wait, and watch commands so automation can control sessions.","CLI lifecycle commands should route through live app control when required, return structured JSON, expose delivery/status errors, and obey WARDIAN_HOME boundaries.","crates/wardian-cli/src/main.rs; crates/wardian-cli/src/live.rs; src-tauri/src/control.rs; src-tauri/src/commands/agent.rs","docs/guide/cli.md; docs/developer/native-e2e.md","native+cli","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun listed test layer before PR or after related changes.","No defects recorded in current audit.","Live-control commands require desktop app for same WARDIAN_HOME."
"US-030","CLI","Send, ask, and reply","As an agent, I want structured peer messaging with send, ask, watch, and reply so delegated work has evidence.","`send` should deliver stdin/file/text bodies with optional command mode; `ask` should send a bounded request, wait for structured reply, and return delivery/watch evidence.","crates/wardian-cli/src/main.rs; crates/wardian-cli/src/args.rs; crates/wardian-cli/tests/send_cli.rs; crates/wardian-cli/tests/ask_cli.rs; crates/wardian-core/src/control.rs; crates/wardian-core/src/models/chat.rs","docs/guide/cli.md","native+cli","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun listed test layer before PR or after related changes.","Resolved: structured reply must run with the target agent WARDIAN_SESSION_ID; native CLI test updated and retested.","Covered by native CLI send/ask/reply checks, including structured reply and mailbox drain. The shared control protocol and chat DTO are explicitly tracked as part of send/ask/reply behavior."
"US-031","CLI","Workflow, team, watchlist, and worktree commands","As an agent, I want CLI access to workflows, teams, watchlists, and worktrees so coordination state is inspectable outside the GUI.","CLI should list/show workflows and start/stop runs when live app is available; teams/watchlists should be read-only; worktree commands should route through live control.","crates/wardian-cli/src/main.rs; crates/wardian-cli/src/disk.rs; crates/wardian-cli/tests/workflow_cli.rs; crates/wardian-cli/tests/watchlist_cli.rs","docs/guide/cli.md; docs/guide/workflows.md; docs/guide/watchlists.md","native+cli","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun listed test layer before PR or after related changes.","No defects recorded in current audit.","Team send targeting is explicitly not implemented."
"US-032","Workflows","Unified Workflows view","As a user, I want Workflows to combine edit, observe, and monitor modes so authoring and runtime evidence stay connected.","The Workflows view should load blueprints, open edit canvas, switch to observe/monitor, preserve selected runs, and expose latest run details only when meaningful.","src/views/WorkflowsView.tsx; src/store/useWorkflowsView.ts; src/features/workflows/run/RunView.tsx; src/features/workflows/monitor/WorkflowMonitor.tsx; src/features/workflows/WorkflowLibrary.tsx; src/features/workflows/BlueprintSelector.tsx; src/features/workflows/useWorkflowLibrary.ts; src/components/ContextMenu.tsx","docs/guide/workflows.md; docs/workflows/index.md","unit+browser+native","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun listed test layer before PR or after related changes. Also rerun npm run test -- src/views/WorkflowsView.test.tsx src/features/workflows/BlueprintSelector.test.tsx. Also rerun npm run test -- src/components/ContextMenu.test.tsx src/views/WorkflowsView.test.tsx.","Resolved: workflow completion native test used legacy run_workflow/JSON trace contract; migrated to workflow_run/current artifacts and retested.","Workflow unit/browser/native targeted checks passed after test-contract update. Workflow library foldering, blueprint opening/new workflow controls, and persisted workflow organization are tracked under the unified Workflows view. Focused subfeature verification on 2026-06-22 passed: npm run test -- src/components/OnboardingHint.test.tsx src/layout/titlebar/WorkspaceTabs.test.tsx src/layout/titlebar/CustomTitleBar.test.tsx src/layout/titlebar/LeftSidebarControls.test.tsx src/layout/titlebar/RightWindowControls.test.tsx src/features/settings/useAppUpdate.test.tsx src/features/terminal/terminalShortcuts.test.ts src/features/terminal/terminalCapabilities.test.ts src/features/remote/RemoteMobileApp.test.tsx src/features/remote/useRemoteStore.test.ts src/features/remote/remoteIdentity.test.ts src/features/workflows/BlueprintSelector.test.tsx src/features/workflows/builder/NodePalette.test.tsx src/features/workflows/builder/VariableAssistant.test.tsx src/features/workflows/builder/useUpstreamContext.test.ts src/views/WorkflowsView.test.tsx (16 files, 140 tests). Focused subfeature verification on 2026-06-22 passed: npm run test -- src/components/ContextMenu.test.tsx src/components/ListEditor.test.tsx src/components/SidebarResizeHandle.test.tsx src/components/AdvancedSettings.test.tsx src/components/OnboardingHint.test.tsx src/layout/SidebarContentPane.test.tsx src/layout/watchlist/AgentWatchlist.test.tsx src/layout/watchlist/ColumnPicker.test.tsx src/layout/watchlist/watchlistUtils.test.ts src/views/GridView.test.tsx src/features/grid/AgentChatView.test.tsx src/features/grid/activityBlocks.test.ts src/features/grid/workLogPresentation.test.ts src/features/grid/markdown/ChatMarkdown.test.tsx src/features/workflows/builder/BuilderCanvas.test.tsx src/features/workflows/builder/autoLayout.test.ts src/features/workflows/builder/blueprintGraph.test.ts src/features/workflows/builder/nodeSummary.test.ts src/features/workflows/run/RunList.test.tsx src/features/workflows/run/WorkflowObserveMode.test.tsx src/features/workflows/run/statusColors.test.ts src/features/workflows/run/RunView.test.tsx src/features/workflows/run/useRunStore.test.ts src/features/workflows/monitor/ActiveRunsList.test.tsx src/features/workflows/monitor/WorkflowMonitorGlance.test.tsx src/features/workflows/monitor/WorkflowMonitor.test.tsx src/features/remote/RemoteMobileApp.test.tsx src/features/remote/useRemoteStore.test.ts (27 files, 322 tests)."
"US-033","Workflows","Visual workflow builder","As a workflow author, I want to drag/add/configure nodes and validate/save blueprints so repeatable agent processes become durable files.","Builder should provide node library/palette, canvas, config form, diagnostics, validation, save/write, duplicate/delete/copy context actions, and stable graph layout.","src/features/workflows/builder/BuilderCanvas.tsx; src/features/workflows/builder/NodeLibrary.tsx; src/features/workflows/builder/NodeConfigForm.tsx; src/features/workflows/builder/DiagnosticsPanel.tsx; src/features/workflows/builder/registry.ts; src-tauri/src/commands/workflow.rs; src/features/workflows/builder/NodePalette.tsx; src/features/workflows/builder/VariableAssistant.tsx; src/features/workflows/builder/useUpstreamContext.ts; src/views/BuilderView.tsx; src/features/workflows/builder/BuilderToolbar.tsx; src/features/workflows/builder/autoLayout.ts; src/features/workflows/builder/blueprintGraph.ts; src/features/workflows/builder/blueprintTypes.ts; src/features/workflows/builder/nodeSummary.ts","docs/workflows/building-workflows.md; docs/workflows/node-reference.md; docs/developer/visual-builder.md","unit+browser+native","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun listed test layer before PR or after related changes. Also rerun npm run test -- src/features/workflows/builder/NodePalette.test.tsx src/features/workflows/builder/VariableAssistant.test.tsx src/features/workflows/builder/useUpstreamContext.test.ts. Also rerun npm run test -- src/features/workflows/builder/BuilderCanvas.test.tsx src/features/workflows/builder/autoLayout.test.ts src/features/workflows/builder/blueprintGraph.test.ts src/features/workflows/builder/nodeSummary.test.ts src/views/WorkflowsView.test.tsx.","Resolved: workflow builder round-trip expected author order, but backend normalization sorts nodes/edges; test now compares normalized order.","Native builder round-trip passed after normalized comparison update. Node palette and upstream variable insertion are explicit workflow authoring behaviors. Focused subfeature verification on 2026-06-22 passed: npm run test -- src/components/OnboardingHint.test.tsx src/layout/titlebar/WorkspaceTabs.test.tsx src/layout/titlebar/CustomTitleBar.test.tsx src/layout/titlebar/LeftSidebarControls.test.tsx src/layout/titlebar/RightWindowControls.test.tsx src/features/settings/useAppUpdate.test.tsx src/features/terminal/terminalShortcuts.test.ts src/features/terminal/terminalCapabilities.test.ts src/features/remote/RemoteMobileApp.test.tsx src/features/remote/useRemoteStore.test.ts src/features/remote/remoteIdentity.test.ts src/features/workflows/BlueprintSelector.test.tsx src/features/workflows/builder/NodePalette.test.tsx src/features/workflows/builder/VariableAssistant.test.tsx src/features/workflows/builder/useUpstreamContext.test.ts src/views/WorkflowsView.test.tsx (16 files, 140 tests). Workflow builder evidence now includes graph conversion, auto-layout, node summaries, toolbar shell, and the legacy BuilderView surface. Focused subfeature verification on 2026-06-22 passed: npm run test -- src/components/ContextMenu.test.tsx src/components/ListEditor.test.tsx src/components/SidebarResizeHandle.test.tsx src/components/AdvancedSettings.test.tsx src/components/OnboardingHint.test.tsx src/layout/SidebarContentPane.test.tsx src/layout/watchlist/AgentWatchlist.test.tsx src/layout/watchlist/ColumnPicker.test.tsx src/layout/watchlist/watchlistUtils.test.ts src/views/GridView.test.tsx src/features/grid/AgentChatView.test.tsx src/features/grid/activityBlocks.test.ts src/features/grid/workLogPresentation.test.ts src/features/grid/markdown/ChatMarkdown.test.tsx src/features/workflows/builder/BuilderCanvas.test.tsx src/features/workflows/builder/autoLayout.test.ts src/features/workflows/builder/blueprintGraph.test.ts src/features/workflows/builder/nodeSummary.test.ts src/features/workflows/run/RunList.test.tsx src/features/workflows/run/WorkflowObserveMode.test.tsx src/features/workflows/run/statusColors.test.ts src/features/workflows/run/RunView.test.tsx src/features/workflows/run/useRunStore.test.ts src/features/workflows/monitor/ActiveRunsList.test.tsx src/features/workflows/monitor/WorkflowMonitorGlance.test.tsx src/features/workflows/monitor/WorkflowMonitor.test.tsx src/features/remote/RemoteMobileApp.test.tsx src/features/remote/useRemoteStore.test.ts (27 files, 322 tests)."
"US-034","Workflows","Manual and parameterized runs","As a user, I want to launch a workflow with required input and temporary assignments so a saved blueprint can run with context.","Run dialog should render trigger input fields, validate, send `workflow_run` input/bindings/temporary provider assignments, and transition into observe mode.","src/features/workflows/RunLaunchDialog.tsx; src/features/workflows/RunControls.tsx; src-tauri/src/commands/workflow.rs; crates/wardian-core/src/engine/executor.rs","docs/guide/workflows.md; docs/workflows/triggers.md","unit+browser+native","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun listed test layer before PR or after related changes.","No defects recorded in current audit.","Manual/parameterized browser and native workflow tests passed; screenshots were regenerated by the test run."
"US-035","Workflows","Scheduled runs and monitor","As a user, I want to schedule workflows and manage schedule state so recurring work happens without manual launch.","Schedule editor should create/edit schedules, monitor should list rows, pause/resume, run now, and native scheduler should persist completed run state.","src/features/workflows/ScheduleEditor.tsx; src/features/workflows/monitor/SchedulesTable.tsx; src/features/workflows/monitor/ScheduleRow.tsx; src/store/useSchedulesStore.ts; src-tauri/src/workflow/schedule.rs; src/features/workflows/monitor/ActiveRunsList.tsx; src/features/workflows/monitor/WorkflowMonitorGlance.tsx; src/features/workflows/monitor/scheduleStatus.ts","docs/workflows/scheduled-runs.md; docs/guide/workflows.md","unit+browser+native","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun listed test layer before PR or after related changes. Also rerun npm run test -- src/features/workflows/monitor/ActiveRunsList.test.tsx src/features/workflows/monitor/WorkflowMonitorGlance.test.tsx src/features/workflows/monitor/WorkflowMonitor.test.tsx.","No defects recorded in current audit.","Schedule monitor browser/native tests passed; screenshots were regenerated by the test run. Schedule and monitor evidence now includes active-run summaries, sidebar glance status, and schedule status formatting helpers. Focused subfeature verification on 2026-06-22 passed: npm run test -- src/components/ContextMenu.test.tsx src/components/ListEditor.test.tsx src/components/SidebarResizeHandle.test.tsx src/components/AdvancedSettings.test.tsx src/components/OnboardingHint.test.tsx src/layout/SidebarContentPane.test.tsx src/layout/watchlist/AgentWatchlist.test.tsx src/layout/watchlist/ColumnPicker.test.tsx src/layout/watchlist/watchlistUtils.test.ts src/views/GridView.test.tsx src/features/grid/AgentChatView.test.tsx src/features/grid/activityBlocks.test.ts src/features/grid/workLogPresentation.test.ts src/features/grid/markdown/ChatMarkdown.test.tsx src/features/workflows/builder/BuilderCanvas.test.tsx src/features/workflows/builder/autoLayout.test.ts src/features/workflows/builder/blueprintGraph.test.ts src/features/workflows/builder/nodeSummary.test.ts src/features/workflows/run/RunList.test.tsx src/features/workflows/run/WorkflowObserveMode.test.tsx src/features/workflows/run/statusColors.test.ts src/features/workflows/run/RunView.test.tsx src/features/workflows/run/useRunStore.test.ts src/features/workflows/monitor/ActiveRunsList.test.tsx src/features/workflows/monitor/WorkflowMonitorGlance.test.tsx src/features/workflows/monitor/WorkflowMonitor.test.tsx src/features/remote/RemoteMobileApp.test.tsx src/features/remote/useRemoteStore.test.ts (27 files, 322 tests)."
"US-036","Workflows","Run observe mode","As an operator, I want to inspect workflow run DAGs, event timelines, node details, failures, and replay states so runtime evidence is understandable.","Run view should show DAG statuses, event timeline, scrubber/replay state, node inspector details, failure header state, and selected event/node synchronization.","src/features/workflows/run/RunView.tsx; src/features/workflows/run/RunDag.tsx; src/features/workflows/run/EventTimeline.tsx; src/features/workflows/run/NodeInspector.tsx; src/features/workflows/run/replay.ts; src/features/workflows/run/RunList.tsx; src/features/workflows/run/WorkflowObserveMode.tsx; src/features/workflows/run/runTypes.ts; src/features/workflows/run/statusColors.ts; src/features/workflows/run/statusLabels.ts; src/features/workflows/run/useRunStore.ts","docs/guide/workflows.md; docs/workflows/troubleshooting.md","unit+browser+native","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun listed test layer before PR or after related changes. Also rerun npm run test -- src/features/workflows/run/RunList.test.tsx src/features/workflows/run/WorkflowObserveMode.test.tsx src/features/workflows/run/statusColors.test.ts src/features/workflows/run/RunView.test.tsx src/features/workflows/run/useRunStore.test.ts.","Resolved: workflow run completion evidence now reads current state.json/events.jsonl artifacts.","Run observe native/browser tests passed in the current subset. Run observe evidence now includes run list selection, observe-mode shell, status colors/labels, run DTO types, and the run store. Focused subfeature verification on 2026-06-22 passed: npm run test -- src/components/ContextMenu.test.tsx src/components/ListEditor.test.tsx src/components/SidebarResizeHandle.test.tsx src/components/AdvancedSettings.test.tsx src/components/OnboardingHint.test.tsx src/layout/SidebarContentPane.test.tsx src/layout/watchlist/AgentWatchlist.test.tsx src/layout/watchlist/ColumnPicker.test.tsx src/layout/watchlist/watchlistUtils.test.ts src/views/GridView.test.tsx src/features/grid/AgentChatView.test.tsx src/features/grid/activityBlocks.test.ts src/features/grid/workLogPresentation.test.ts src/features/grid/markdown/ChatMarkdown.test.tsx src/features/workflows/builder/BuilderCanvas.test.tsx src/features/workflows/builder/autoLayout.test.ts src/features/workflows/builder/blueprintGraph.test.ts src/features/workflows/builder/nodeSummary.test.ts src/features/workflows/run/RunList.test.tsx src/features/workflows/run/WorkflowObserveMode.test.tsx src/features/workflows/run/statusColors.test.ts src/features/workflows/run/RunView.test.tsx src/features/workflows/run/useRunStore.test.ts src/features/workflows/monitor/ActiveRunsList.test.tsx src/features/workflows/monitor/WorkflowMonitorGlance.test.tsx src/features/workflows/monitor/WorkflowMonitor.test.tsx src/features/remote/RemoteMobileApp.test.tsx src/features/remote/useRemoteStore.test.ts (27 files, 322 tests)."
"US-037","Workflow engine","Deterministic backend execution","As a workflow author, I want workflow execution to be deterministic and persisted so runs can be trusted and debugged.","Rust engine should parse/normalize/validate blueprints, resolve assignments, execute candidate nodes, handle branch/loop/wait/control nodes, emit events, and persist run state.","crates/wardian-core/src/workflow; crates/wardian-core/src/engine; src-tauri/src/workflow; src-tauri/tests/workflow_executor.rs; crates/wardian-core/src/conversation_lease.rs; crates/wardian-core/src/models/workflow.rs; crates/wardian-core/src/schedule/mod.rs; crates/wardian-core/src/lib.rs","docs/developer/workflow-engine.md; docs/workflows/node-reference.md","rust","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun listed test layer before PR or after related changes.","Resolved: native workflow completion test now proves explicit agent reply output rather than provider result echo.","Rust workflow engine tests and native workflow completion test passed. Core workflow, schedule, library root, and conversation-lease modules are explicitly tracked as part of deterministic workflow execution."
"US-038","Source control","Per-agent git panel","As a user, I want source control for the selected agent workspace so I can inspect and commit changes without leaving Wardian.","Git panel should show branch, changed/untracked files, staged/unstaged groups, inline diff modal, commit box, pull/push controls, history, and worktree identity.","src/features/git/GitPanel.tsx; src/features/git/GitFileList.tsx; src/features/git/GitDiffView.tsx; src-tauri/src/commands/git.rs; crates/wardian-core/src/models/git.rs","docs/guide/source-control.md; docs/features.md","unit+native","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun npm run test -- src/features/git/GitPanel.test.tsx src/features/git/GitFileList.test.tsx src/features/git/GitDiffView.test.tsx and npm run test:e2e:native:fast -- e2e-native/tests/git-panel-native.test.mjs before PR or after source-control changes.","Resolved coverage gap: added pull-control assertion for the selected source-control root.","Verified branch/status/history rendering in native seeded repo plus unit coverage for commit, pull, push error surfacing, diff/file list, and worktree controls. The core git DTO is explicitly tracked as part of per-agent source-control behavior."
"US-039","Source control","Worktree mode","As an operator, I want per-agent worktree mode so risky changes can be isolated by branch/worktree.","Worktree controls should enable/join/disable worktrees through live control, update agent workspace records, and avoid deleting physical worktrees when disabling assignment.","src-tauri/src/commands/agent.rs; src-tauri/src/manager/spawn.rs; crates/wardian-cli/src/main.rs","docs/guide/source-control.md; docs/guide/cli.md","native+cli","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun npm run test:e2e:native:fast -- e2e-native/tests/worktree-cli-native.test.mjs before PR or after worktree/CLI changes.","Resolved coverage gap: added native CLI worktree smoke for enable/list/disable and non-destructive disable behavior.","Verified with isolated WARDIAN_HOME, seeded git repo, live app control endpoint, and wardian-cli worktree commands."
"US-040","Explorer","Context-aware file tree","As a user, I want a file explorer rooted in selected agent workspace or Wardian home so files related to the current context are nearby.","Explorer should follow selected agent context, render a tree, show Git status markers, preview/open/reveal/copy/delete files, and respect editor click settings.","src/features/explorer/ExplorerPanel.tsx; src/features/explorer/FileTree.tsx; src/features/explorer/pathUtils.ts; src-tauri/src/commands/fs.rs; crates/wardian-core/src/models/fs.rs","docs/guide/explorer.md; docs/guide/settings.md","unit+browser+native","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun npm run test -- src/features/explorer/ExplorerPanel.test.tsx src/features/explorer/FileTree.test.tsx src/features/explorer/pathUtils.test.ts before PR or after explorer changes.","No defects recorded in current audit.","Verified context root behavior, tree interactions, Git status display, and delete confirmation gating in focused explorer tests. The core filesystem DTO is explicitly tracked as part of explorer behavior."
"US-041","Terminal","Provider terminal rendering","As a user, I want provider terminals to render accurately across resize, scrollback, pause/resume, and visibility changes so terminal state is trustworthy.","AgentTerminal should handle PTY output, xterm fitting, WebGL/snapshot lifecycle, clickable links, scrollback, provider-specific quirks, and terminal theme sync.","src/features/terminal/AgentTerminal.tsx; src/features/terminal/terminalCapabilities.ts; src/features/terminal/terminalLinks.ts; src-tauri/src/commands/terminal.rs; src-tauri/src/utils/pty_buffer.rs; src-tauri/src/utils/pty_decode.rs; src/features/terminal/terminalThemes.ts; src/features/terminal/terminalShortcuts.ts","docs/guide/grid.md; docs/developer/pty-lifecycle.md; docs/specs/2026-06-15-codex-conpty-scrollback.md","unit+native+real-provider","audited_from_code_2026-06-22","partial_passed_2026-06-22","Requires explicit opt-in live provider rendering audit before complete: WARDIAN_E2E_REAL_RENDERING=1 WARDIAN_E2E_RENDERING_PROVIDERS=codex,claude npm run test:e2e:native:fast -- e2e-native/tests/real-provider-rendering-native.test.mjs. Rendering defaults to codex,claude; set WARDIAN_E2E_RENDERING_PROVIDERS=<comma-separated authorized providers> to change the authorized provider set. Also rerun npm run test -- src/features/terminal/terminalShortcuts.test.ts src/features/terminal/terminalCapabilities.test.ts src/features/terminal/AgentTerminal.test.tsx.","Resolved: npm test:e2e:native argument forwarding bug surfaced during terminal targeting; package script now uses an argument-aware runner.","Native terminal rendering, scroll, visibility, and link parsing passed with mock/native coverage; provider-specific screen behavior remains intentionally opt-in because it uses external accounts. Provider terminal rendering includes shared themes, provider contrast rules, conservative shortcuts, and capability/probe normalization. Focused subfeature verification on 2026-06-22 passed: npm run test -- src/components/OnboardingHint.test.tsx src/layout/titlebar/WorkspaceTabs.test.tsx src/layout/titlebar/CustomTitleBar.test.tsx src/layout/titlebar/LeftSidebarControls.test.tsx src/layout/titlebar/RightWindowControls.test.tsx src/features/settings/useAppUpdate.test.tsx src/features/terminal/terminalShortcuts.test.ts src/features/terminal/terminalCapabilities.test.ts src/features/remote/RemoteMobileApp.test.tsx src/features/remote/useRemoteStore.test.ts src/features/remote/remoteIdentity.test.ts src/features/workflows/BlueprintSelector.test.tsx src/features/workflows/builder/NodePalette.test.tsx src/features/workflows/builder/VariableAssistant.test.tsx src/features/workflows/builder/useUpstreamContext.test.ts src/views/WorkflowsView.test.tsx (16 files, 140 tests). Safe real-provider harness check on 2026-06-22 passed without opt-in flags: npm run test:e2e:native:fast -- e2e-native/tests/provider-delivery-real-native.test.mjs e2e-native/tests/real-provider-rendering-native.test.mjs (3 tests: 1 parser pass, 2 skipped for missing WARDIAN_E2E_REAL_DELIVERY/WARDIAN_E2E_REAL_RENDERING). Continuation verification on 2026-06-22 passed: npm run test -- src/components/OnboardingHint.test.tsx src/features/terminal/terminalShortcuts.test.ts src/features/terminal/terminalCapabilities.test.ts src/features/terminal/AgentTerminal.test.tsx (4 files, 128 tests); npm run test:e2e:native:fast -- e2e-native/tests/provider-readiness-native.test.mjs (1 native test); node --test e2e-native/tests/rendering-audit-options.test.mjs (69 tests)."
"US-042","Terminal","Standalone user terminal","As a user, I want a standalone terminal panel that can run shell commands and jump to the selected agent workspace so I can operate locally inside Wardian.","User terminal should open from the rail, size via the bottom panel, run shell commands, hide/restore, and use the selected single agent workspace when available.","src/features/terminal/UserTerminalPanel.tsx; src/store/useLayoutStore.ts; src-tauri/src/state/user_terminal.rs; src-tauri/src/commands/terminal.rs","docs/guide/ui-overview.md; docs/developer/pty-lifecycle.md","unit+native","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun listed test layer before PR or after related changes.","Resolved: targeted native terminal tests now run through npm script file args without adding the default suite path.","Standalone terminal native smoke and direct terminal target passed."
"US-043","Terminal","Clickable terminal links","As a user, I want URLs and file paths in terminal output to be clickable so I can jump to referenced resources quickly.","Terminal link logic should detect URL and file path patterns, route to opener/editor behavior, and preserve safe parsing across terminal rows.","src/features/terminal/terminalLinks.ts; src/features/terminal/AgentTerminal.tsx; src-tauri/src/commands/fs.rs","docs/guide/grid.md; docs/guide/explorer.md; docs/specs/2026-06-01-terminal-clickable-links.md","unit+native","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun npm run test -- src/features/terminal/terminalLinks.test.ts before PR or after terminal link parser changes.","Resolved coverage gap: added explicit Windows and POSIX absolute path line-suffix tests; existing parser behavior passed.","Terminal link unit coverage now includes URLs, relative paths, Windows absolute paths, POSIX absolute paths, Visual Studio suffixes, validation, and activation."
"US-044","Settings","Global settings modal","As a user, I want searchable categorized global settings so runtime, layout, theme, queue, provider, and explorer preferences are managed in one place.","Settings should open as a modal, preserve sidebar pane, load file-backed app settings, expose categories/search, save changes, and sync theme/provider settings where supported.","src/features/settings/SettingsModal.tsx; src/store/useSettingsStore.ts; src-tauri/src/commands/settings.rs; src-tauri/src/utils/app_settings.rs; src/features/settings/useAppUpdate.ts; src/components/ListEditor.tsx","docs/guide/settings.md; docs/features.md","unit+browser","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun listed test layer before PR or after related changes. Also rerun npm run test -- src/features/settings/useAppUpdate.test.tsx src/features/settings/SettingsModal.test.tsx. Also rerun npm run test -- src/components/ListEditor.test.tsx src/components/AdvancedSettings.test.tsx src/features/settings/SettingsModal.test.tsx.","No defects recorded in current audit.","Settings are global only per current docs. Settings coverage includes the app version/update surface, update eligibility, download progress, and restart handoff states. Focused subfeature verification on 2026-06-22 passed: npm run test -- src/components/OnboardingHint.test.tsx src/layout/titlebar/WorkspaceTabs.test.tsx src/layout/titlebar/CustomTitleBar.test.tsx src/layout/titlebar/LeftSidebarControls.test.tsx src/layout/titlebar/RightWindowControls.test.tsx src/features/settings/useAppUpdate.test.tsx src/features/terminal/terminalShortcuts.test.ts src/features/terminal/terminalCapabilities.test.ts src/features/remote/RemoteMobileApp.test.tsx src/features/remote/useRemoteStore.test.ts src/features/remote/remoteIdentity.test.ts src/features/workflows/BlueprintSelector.test.tsx src/features/workflows/builder/NodePalette.test.tsx src/features/workflows/builder/VariableAssistant.test.tsx src/features/workflows/builder/useUpstreamContext.test.ts src/views/WorkflowsView.test.tsx (16 files, 140 tests). Settings evidence now includes reusable list editing for advanced path/provider settings. Focused subfeature verification on 2026-06-22 passed: npm run test -- src/components/ContextMenu.test.tsx src/components/ListEditor.test.tsx src/components/SidebarResizeHandle.test.tsx src/components/AdvancedSettings.test.tsx src/components/OnboardingHint.test.tsx src/layout/SidebarContentPane.test.tsx src/layout/watchlist/AgentWatchlist.test.tsx src/layout/watchlist/ColumnPicker.test.tsx src/layout/watchlist/watchlistUtils.test.ts src/views/GridView.test.tsx src/features/grid/AgentChatView.test.tsx src/features/grid/activityBlocks.test.ts src/features/grid/workLogPresentation.test.ts src/features/grid/markdown/ChatMarkdown.test.tsx src/features/workflows/builder/BuilderCanvas.test.tsx src/features/workflows/builder/autoLayout.test.ts src/features/workflows/builder/blueprintGraph.test.ts src/features/workflows/builder/nodeSummary.test.ts src/features/workflows/run/RunList.test.tsx src/features/workflows/run/WorkflowObserveMode.test.tsx src/features/workflows/run/statusColors.test.ts src/features/workflows/run/RunView.test.tsx src/features/workflows/run/useRunStore.test.ts src/features/workflows/monitor/ActiveRunsList.test.tsx src/features/workflows/monitor/WorkflowMonitorGlance.test.tsx src/features/workflows/monitor/WorkflowMonitor.test.tsx src/features/remote/RemoteMobileApp.test.tsx src/features/remote/useRemoteStore.test.ts (27 files, 322 tests)."
"US-045","Settings","Runtime shell and session policy","As a user, I want to choose shell and session persistence defaults so new agents launch in the expected environment.","Settings should support auto/discovered/custom shell options, regular-agent session policy, provider runtime preferences, font/terminal tuning, and Gemini patch actions.","src/features/settings/SettingsModal.tsx; src/components/AdvancedSettings.tsx; src-tauri/src/utils/shell.rs; src-tauri/src/utils/app_settings.rs; src-tauri/src/providers/gemini.rs","docs/guide/settings.md; docs/guide/provider-readiness.md","unit+browser+native","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun npm run test -- src/components/AdvancedSettings.test.tsx src/features/settings/SettingsModal.test.tsx and related native spawn/settings tests before PR or after runtime policy changes.","No defects recorded in current audit.","Verified shell/session policy UI serialization, regular-session resume placement, provider runtime controls, terminal font settings, and Gemini patch actions; effects apply to future launches by design."
